"操作","ID","问题","标准答案","备用答案(JSON)","分类","标签","业务域","状态","启用","版本","修改说明"
"KEEP","480","什么时候选择只生成提示词模式？","建议选择只生成提示词模式，也就是优化模式。系统会先优化提示词，您可以再人工修改、增减物料，适合对镜头细节有要求的情况。","","操作流程","啥时候选只生成提示词模式？,什么时候用优化模式？,只生成提示词模式咋选？,只生成提示词模式什么时候用？,何时选提示词优化模式？","image","approved","1","1",""
"KEEP","481","想自己控制提示词该选哪个模式？","建议选择只生成提示词模式，也就是优化模式。系统会先优化提示词，您可以再人工修改、增减物料，适合对镜头细节有要求的情况。","","操作流程","想自己修改提示词该选啥模式？,怎么选只生成提示词那个模式？,提示词要自己控,选优化模式还是？,想自己调提示词咋办？选啥模式？,哪个模式可以让我自己控制提示词？","script","approved","1","1",""
"KEEP","482","生成短剧时能否先做分镜预览？","可以。您可以先生成关键分镜画面，再用适合预览的模型生成视频草稿。确认镜头方向后，再切换更高质量模型做正式版本。","","操作流程","短剧能不能先搞分镜预览？,做短剧可以提前预览分镜吗？,生成短剧能否先看分镜草图？,短剧创作能不能先走分镜预览流程？,先做分镜预览再生成短剧行不行？","canvas,model,video","approved","1","1",""
"KEEP","483","正式出片前能先看分镜效果吗？","可以。您可以先生成关键分镜画面，再用适合预览的模型生成视频草稿。确认镜头方向后，再切换更高质量模型做正式版本。","","操作流程","正式出片前能先瞅瞅分镜不？,做正式版前能预览分镜效果吗？,正式出片前咋看分镜效果？,能不能先看分镜画面再出正式视频？,正式出片前可以先看镜头预览吗？","canvas,video,model","approved","1","1",""
"KEEP","484","想先验证镜头是否可行怎么办？","可以。您可以先生成关键分镜画面，再用适合预览的模型生成视频草稿。确认镜头方向后，再切换更高质量模型做正式版本。","","操作流程","想先看看镜头行不行咋办？,想先验证分镜方案是否可行怎么弄？,能先试试镜头可行性吗？,镜头能不能用,想先验证下？,如何预览镜头效果是否可行？","canvas,model,video","approved","1","1",""
"KEEP","485","生成结果太多怎么挑选？","建议保留满意版本并保存为资产，对不需要的节点及时整理或删除。图片可以多版本生成后挑选，视频也可以用清晰命名区分草稿、正式版和超分版。","","操作流程","生成的结果太多,咋挑啊？,产出太多,怎么筛选？,生成的版本太多,如何选择？,结果太多选不过来,有啥好办法？,大量生成结果,怎样挑出满意的？","asset,canvas,image","approved","1","1",""
"KEEP","486","多个版本怎么管理？","建议保留满意版本并保存为资产，对不需要的节点及时整理或删除。图片可以多版本生成后挑选，视频也可以用清晰命名区分草稿、正式版和超分版。","","操作流程","多个版本咋管理啊？,怎么管理不同版本？,版本多了怎么整理？,多版本如何维护？,多个版怎么弄？","asset,canvas","approved","1","1",""
"KEEP","487","候选图和候选视频怎么处理？","建议保留满意版本并保存为资产，对不需要的节点及时整理或删除。图片可以多版本生成后挑选，视频也可以用清晰命名区分草稿、正式版和超分版。","","操作流程","候选图和候选视频咋处理？,待选图片和视频怎么操作？,怎么保存和删除候选素材？,选中的图和视频咋办？,候选图片和视频如何管理？","image,video,asset","approved","1","1",""
"KEEP","488","视频裁剪问题修复了吗？","更新说明中提到已修复视频裁剪问题。如果仍然遇到异常，可以先刷新页面重试","","操作流程","视频裁剪的问题搞定了没？,视频剪辑的bug修复了吗？,裁剪视频的异常解决了没？,视频裁剪问题现在好了吗？,裁剪视频的故障修好了吗？","fault,video","approved","1","1",""
"KEEP","489","之前视频裁剪异常怎么办？","更新说明中提到已修复视频裁剪问题。如果仍然遇到异常，可以先刷新页面重试，并保留素材和操作步骤，方便反馈定位。","","问题处理","视频裁剪出问题了咋办？,视频剪裁异常怎么办？,视频裁剪功能故障了怎么处理？,视频裁剪提示错误咋解决？,视频裁剪不好用了咋整？","fault,video","approved","1","1",""
"KEEP","490","裁剪视频时有问题该怎么处理？","更新说明中提到已修复视频裁剪问题。如果仍然遇到异常，可以先刷新页面重试，并保留素材和操作步骤，方便反馈定位。","","问题处理","裁剪视频出错了咋办,剪视频遇到问题怎么处理,视频裁剪功能异常怎么解决,剪辑视频时出问题了怎么办,视频裁剪不了怎么回事","fault,video","approved","1","1",""
"KEEP","491","系统更新里有哪些和素材管理相关的优化？","相关更新包括上传素材后节点名自动同步文件名、重名自动加序号，以及新增团队素材库。这些都能帮助素材更好识别、管理和复用。","","功能介绍","系统更新里素材管理有啥改进？,新版系统在素材管理方面优化了哪些？,更新后素材上传的节点名会自动同步吗？,系统升级对素材库有啥新功能？,最近系统更新,素材管理那块儿有啥变化？","asset","approved","1","1",""
"KEEP","492","素材管理最近有什么改进？","相关更新包括上传素材后节点名自动同步文件名、重名自动加序号，以及新增团队素材库。这些都能帮助素材更好识别、管理和复用。","","功能介绍","素材管理最近有啥新功能？,素材库最近更新了啥？,素材管理有哪些改进？,素材管理的新特性是啥？,素材管理最近优化了哪些地方？","account,asset","approved","1","1",""
"KEEP","493","上传素材管理有优化吗？","相关更新包括上传素材后节点名自动同步文件名、重名自动加序号，以及新增团队素材库。这些都能帮助素材更好识别、管理和复用。","","功能介绍","上传素材管理最近有啥优化没？,上传素材管理有更新吗？,素材上传管理有没有改进？,上传素材管理优化了吗？,上传素材管理这块优化了啥？","asset","approved","1","1",""
"KEEP","494","系统更新里有哪些和视频相关的新能力？","更新中提到的视频相关能力包括全能参考升级、视频超分、视频分解、字幕擦除、新增 Wan2.7 和 HappyHorse 等视频模型，以及 Seedance 2.0 支持 1080P。","","功能介绍","这次更新视频方面有啥新功能？,系统升级里带视频的新特性有哪些？,新版本更新了哪些视频能力啊？,系统更新视频相关的新能力有啥？,视频相关更新都包括哪些新功能？","video,model","approved","1","1",""
"KEEP","495","视频功能最近更新了什么？","更新中提到的视频相关能力包括全能参考升级、视频超分、视频分解、字幕擦除、新增 Wan2.7 和 HappyHorse 等视频模型，以及 Seedance 2.0 支持 1080P。","","功能介绍","视频功能最近更新了啥？,视频能力最近新增了哪些？,视频功能最近有啥新变化？,视频更新了哪些新东西？,视频这块最近更新了什么呀？","model,video","approved","1","1",""
"KEEP","496","视频节点有哪些新增能力？","更新中提到的视频相关能力包括全能参考升级、视频超分、视频分解、字幕擦除、新增 Wan2.7 和 HappyHorse 等视频模型，以及 Seedance 2.0 支持 1080P。","","功能介绍","视频节点新增了啥能力？,视频节点有啥新功能？,视频节点新增了哪些特性？,视频节点有哪些新升级？,视频节点新加了哪些能力？","model,video","approved","1","1",""
"KEEP","497","系统更新里有哪些和图片相关的新能力？","图片相关更新包括 GPT-image2.0、风格解析、图片 @ 逻辑优化、720 度全景 VR 图像、宫格分镜、宫格多机位，以及多种图片编辑工具。","","功能介绍","系统更新后图片有啥新功能？,系统更新里图片相关的新特性有哪些？,更新里图片新能力有哪些？,这次系统更新,图片方面多了什么？,新版本系统图片更新了啥？","image","approved","1","1",""
"KEEP","498","图片功能最近更新了什么？","图片相关更新包括 GPT-image2.0、风格解析、图片 @ 逻辑优化、720 度全景 VR 图像、宫格分镜、宫格多机位，以及多种图片编辑工具。","","功能介绍","图片功能最近有啥新更新？,图片功能近期增加了哪些新特性？,图片功能最近更新了哪些内容？,图片功能最近都更新了些啥？,图片功能最近有啥变化？","image","approved","1","1",""
"KEEP","499","图片节点有哪些新增能力？","图片相关更新包括 GPT-image2.0、风格解析、图片 @ 逻辑优化、720 度全景 VR 图像、宫格分镜、宫格多机位，以及多种图片编辑工具。","","功能介绍","图片节点新增了啥能力？,图片节点有哪些新功能？,图片节点新加了啥？,图片节点最近加了啥新功能？,新增的图片节点能力有哪些？","canvas,image","approved","1","1",""
